title,budget,revenue,release_date,genres,release_year,genre
Tommy,5000000.0,34251525.0,1975-03-19,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1975,Drama
Double Jeopardy,70000000.0,177841558.0,1999-09-24,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Crime
Guinevere,2600000.0,614202.0,1999-09-04,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Drive Me Crazy,8000000.0,22593409.0,1999-10-01,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",1999,Drama
"Mystery, Alaska",28000000.0,8888143.0,1999-10-01,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1999,Drama
Three Kings,75000000.0,108000000.0,1999-09-27,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1999,Action
"Happy, Texas",1700000.0,1943649.0,1999-12-03,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999,Comedy
The Dark Half,15000000.0,10611160.0,1993-04-23,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",1993,Mystery
Monkey Shines,7000000.0,5344577.0,1988-07-29,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1988,Thriller
Phantasm,300000.0,11988469.0,1979-03-28,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1979,Horror
Psycho II,5000000.0,34725000.0,1983-06-03,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1983,Horror
Random Hearts,64000000.0,74608570.0,1999-10-08,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Boys Don't Cry,2000000.0,11540607.0,1999-09-02,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1999,Crime
The Limey,10000000.0,3193102.0,1999-05-15,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Action
Risky Business,6200000.0,63541777.0,1983-08-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1983,Comedy
Total Recall,65000000.0,261317921.0,1990-06-01,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1990,Action
Ferris Bueller's Day Off,6000000.0,70136369.0,1986-06-11,"[{'id': 35, 'name': 'Comedy'}]",1986,Comedy
The Year of Living Dangerously,6000000.0,1317657.0,1982-12-17,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1982,War
High Plains Drifter,5500000.0,15700000.0,1973-04-19,"[{'id': 37, 'name': 'Western'}]",1973,Western
Hang 'em High,1800000.0,6800000.0,1968-07-31,"[{'id': 37, 'name': 'Western'}]",1968,Western
Reds,32000000.0,40382659.0,1981-12-25,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1981,Drama
Niagara,1250000.0,8500000.0,1953-01-26,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1953,Crime
South Pacific,6000000.0,36800000.0,1958-03-18,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1958,Music
Flashdance,4000000.0,92921203.0,1983-04-14,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1983,Drama
The Dirty Dozen,5400000.0,45300000.0,1967-06-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1967,Action
Goldfinger,2500000.0,124881062.0,1964-09-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1964,Adventure
From Russia with Love,2000000.0,78898765.0,1963-10-11,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",1963,Action
Dr. No,950000.0,59600000.0,1962-10-04,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1962,Adventure
The Blue Lagoon,4500000.0,58853106.0,1980-07-05,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1980,Romance
A Fistful of Dollars,200000.0,14500000.0,1964-09-12,"[{'id': 37, 'name': 'Western'}]",1964,Western
Hard Eight,3000000.0,222559.0,1996-02-28,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996,Drama
Home Alone 2: Lost in New York,18000000.0,358991681.0,1992-11-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1992,Comedy
Someone to Watch Over Me,17000000.0,10278549.0,1987-10-09,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1987,Crime
Sparrows,463455.0,966878.0,1926-05-14,"[{'id': 18, 'name': 'Drama'}]",1926,Drama
Naturally Native,700000.0,10508.0,1999-10-08,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Fight Club,63000000.0,100853753.0,1999-10-15,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
The Story of Us,50000000.0,58900031.0,1999-10-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Time Bandits,5000000.0,42365581.0,1981-07-13,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1981,Family
Crimes and Misdemeanors,19000000.0,18254702.0,1989-10-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1989,Comedy
The Best Man,9000000.0,34573780.0,1999-10-22,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1999,Drama
RoboCop,13000000.0,53000000.0,1987-07-17,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1987,Action
RoboCop 2,35000000.0,45681173.0,1990-06-22,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1990,Action
Who Framed Roger Rabbit,70000000.0,329803958.0,1988-06-21,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",1988,Fantasy
For Your Eyes Only,28000000.0,195312802.0,1981-06-23,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1981,Adventure
Licence to Kill,32000000.0,156167015.0,1989-07-07,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1989,Adventure
Live and Let Die,7000000.0,161777836.0,1973-07-05,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1973,Adventure
Thunderball,5500000.0,141195658.0,1965-12-16,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1965,Adventure
House on Haunted Hill,19000000.0,40846082.0,1999-10-29,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Horror
Music of the Heart,27000000.0,14859394.0,1999-10-29,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Being John Malkovich,13000000.0,22863596.0,1999-09-30,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1999,Fantasy
Dreaming of Joseph Lees,2000000.0,7.0,1999-10-29,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999,Romance
Princess Mononoke,26500000.0,159375308.0,1997-07-12,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",1997,Adventure
The Bachelor,51000000.0,36911617.0,1999-11-05,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
The Bone Collector,73000000.0,151493655.0,1999-11-04,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999,Drama
The Insider,90000000.0,60289912.0,1999-10-28,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999,Drama
Creepshow,8000000.0,21028755.0,1982-11-12,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",1982,Horror
Creepshow 2,3500000.0,14000000.0,1987-05-01,"[{'id': 27, 'name': 'Horror'}]",1987,Horror
Re-Animator,900000.0,2023414.0,1985-10-18,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1985,Science Fiction
Drugstore Cowboy,2500000.0,4729352.0,1989-09-09,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1989,Crime
Falling Down,25000000.0,40903593.0,1993-02-26,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Crime
My Best Girl,483103.0,1027757.0,1927-10-31,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1927,Drama
Nighthawks,5000000.0,19905359.0,1981-03-17,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1981,Action
Spaceballs,22700000.0,38119483.0,1987-06-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",1987,Comedy
Robin Hood,15000000.0,32056467.0,1973-11-08,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1973,Animation
Quest for Fire,12000000.0,55260558.0,1981-12-15,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1981,Adventure
Little Big Man,15000000.0,31559552.0,1970-12-14,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]",1970,Adventure
Trading Places,40600000.0,90400000.0,1983-06-07,"[{'id': 35, 'name': 'Comedy'}]",1983,Comedy
Under the Rainbow,20000000.0,2297493.0,1981-07-31,"[{'id': 35, 'name': 'Comedy'}]",1981,Comedy
Anywhere But Here,23000000.0,18653615.0,1999-11-12,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Dogma,10000000.0,30652890.0,1999-11-12,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",1999,Fantasy
The Messenger: The Story of Joan of Arc,60000000.0,66976317.0,1999-10-18,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1999,Adventure
Pokémon: The First Movie: Mewtwo Strikes Back,30000000.0,163644662.0,1998-07-18,"[{'id': 16, 'name': 'Animation'}]",1998,Animation
The Longest Day,10000000.0,50100000.0,1962-09-25,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1962,Action
Tora! Tora! Tora!,25485000.0,29548291.0,1970-01-26,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1970,History
Women on the Verge of a Nervous Breakdown,700000.0,7179298.0,1988-03-14,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1988,Comedy
The Verdict,16000000.0,53977250.0,1982-12-08,"[{'id': 18, 'name': 'Drama'}]",1982,Drama
Sleepy Hollow,100000000.0,206071502.0,1999-11-18,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1999,Drama
The World Is Not Enough,135000000.0,361832400.0,1999-11-08,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1999,Adventure
All About My Mother,8272296.0,67872296.0,1999-04-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
Bicycle Thieves,133000.0,361712.0,1948-11-24,"[{'id': 18, 'name': 'Drama'}]",1948,Drama
Matewan,4000000.0,1680358.0,1987-08-28,"[{'id': 18, 'name': 'Drama'}]",1987,Drama
The Natural,28000000.0,47951979.0,1984-05-11,"[{'id': 18, 'name': 'Drama'}]",1984,Drama
Fatal Attraction,14000000.0,320145693.0,1987-09-11,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1987,Romance
Stanley & Iris,23000000.0,5820015.0,1990-02-09,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1990,Drama
Midnight Run,30000000.0,38413606.0,1988-07-20,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1988,Adventure
Backdraft,75000000.0,152368585.0,1991-05-24,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1991,Action
The Fisher King,24000000.0,41895491.0,1991-09-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1991,Comedy
The River,18000000.0,11500000.0,1984-12-01,"[{'id': 18, 'name': 'Drama'}]",1984,Drama
End of Days,100000000.0,211989043.0,1999-11-24,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1999,Action
Toy Story 2,90000000.0,497366869.0,1999-10-30,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1999,Animation
Ride with the Devil,38000000.0,635096.0,1999-11-24,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1999,Drama
Tumbleweeds,312000.0,1281176.0,1999-11-28,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
The End of the Affair,23000000.0,10827816.0,1999-12-03,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
The Bonfire of the Vanities,47000000.0,15691192.0,1990-12-21,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1990,Comedy
The Two Jakes,19000000.0,10000000.0,1990-08-10,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1990,Crime
Deuce Bigalow: Male Gigolo,17000000.0,65535067.0,1999-12-10,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
The Green Mile,60000000.0,284600000.0,1999-12-10,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1999,Fantasy
The Cider House Rules,24000000.0,88545092.0,1999-12-17,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
The Last Picture Show,1300000.0,29133000.0,1971-10-03,"[{'id': 18, 'name': 'Drama'}]",1971,Drama
Bicentennial Man,100000000.0,93700000.0,1999-12-17,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Comedy
Stuart Little,133000000.0,300135367.0,1999-12-17,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1999,Animation
Fantasia 2000,80000000.0,90874570.0,1999-12-17,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1999,Animation
Magnolia,37000000.0,48451803.0,1999-12-08,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Onegin,14000000.0,206128.0,1999-12-22,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Simpatico,10000000.0,929606.0,1999-09-15,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
Any Given Sunday,55000000.0,100230832.0,1999-12-16,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Man on the Moon,82000000.0,47434430.0,1999-12-22,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Galaxy Quest,45000000.0,90683916.0,1999-12-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Comedy
The Talented Mr. Ripley,40000000.0,128798265.0,1999-12-25,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1999,Thriller
Next Friday,11000000.0,59827328.0,2000-01-12,"[{'id': 35, 'name': 'Comedy'}]",2000,Comedy
The Hurricane,50000000.0,73956241.0,1999-09-17,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Angela's Ashes,25.0,13.0,1999-12-25,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Play It to the Bone,24000000.0,8434146.0,1999-12-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
Supernova,90000000.0,14828081.0,2000-01-14,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000,Horror
The Terrorist,24554.0,140021.0,1998-09-12,"[{'id': 18, 'name': 'Drama'}]",1998,Drama
Papillon,12000000.0,53267000.0,1973-12-13,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1973,Crime
Dead Calm,10000000.0,7825000.0,1989-04-07,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1989,Crime
Fast Times at Ridgemont High,4500000.0,27092880.0,1982-08-13,"[{'id': 35, 'name': 'Comedy'}]",1982,Comedy
A Cry in the Dark,15000000.0,6908797.0,1988-11-11,"[{'id': 18, 'name': 'Drama'}]",1988,Drama
Batman: Mask of the Phantasm,6000000.0,5617391.0,1993-12-25,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1993,Action
Poison,250000.0,609524.0,1991-04-05,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1991,Drama
Isn't She Great,36000000.0,3003296.0,2000-01-28,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2000,Drama
Malcolm X,34000000.0,48169908.0,1992-11-18,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1992,Drama
Sister Act,31000000.0,231605150.0,1992-05-28,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",1992,Music
Sister Act 2: Back in the Habit,38000000.0,57319029.0,1993-12-09,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",1993,Music
The Hand that Rocks the Cradle,11700000.0,88036683.0,1992-01-10,"[{'id': 53, 'name': 'Thriller'}]",1992,Thriller
Alive,32000000.0,36733909.0,1993-01-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Scent of a Woman,31000000.0,134095253.0,1992-12-23,"[{'id': 18, 'name': 'Drama'}]",1992,Drama
Wayne's World,20000000.0,121697323.0,1992-02-14,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",1992,Music
A League of Their Own,40000000.0,107458785.0,1992-07-01,"[{'id': 35, 'name': 'Comedy'}]",1992,Comedy
Patriot Games,45000000.0,178051587.0,1992-06-04,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1992,Drama
The Bodyguard,25000000.0,411006740.0,1992-11-25,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1992,Thriller
Death Becomes Her,55000000.0,149022650.0,1992-07-30,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",1992,Fantasy
Far and Away,60000000.0,137783840.0,1992-05-22,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1992,Adventure
Twin Peaks: Fire Walk with Me,10000000.0,4160851.0,1992-06-03,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1992,Drama
Buffy the Vampire Slayer,7000000.0,16624456.0,1992-07-24,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1992,Action
El Mariachi,220000.0,2040920.0,1992-09-04,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1992,Action
Bad Lieutenant,1000000.0,2019469.0,1992-09-16,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1992,Crime
Scream 3,40000000.0,161834276.0,2000-02-03,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2000,Horror
Single White Female,16000000.0,48017402.0,1992-08-14,"[{'id': 53, 'name': 'Thriller'}]",1992,Thriller
The Boondock Saints,6000000.0,30471.0,1999-01-22,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999,Action
Gun Shy,10000000.0,1631839.0,2000-02-04,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2000,Action
The Beach,40000000.0,144056873.0,2000-02-11,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2000,Drama
The Tigger Movie,30000000.0,45554533.0,2000-02-11,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",2000,Animation
Trois,200000.0,1160268.0,2000-02-11,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2000,Drama
Boiler Room,26000000.0,28780255.0,2000-02-18,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000,Crime
Hanging Up,40000000.0,36037909.0,2000-02-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000,Comedy
Pitch Black,23000000.0,53187659.0,2000-02-18,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2000,Thriller
The Whole Nine Yards,41300000.0,106371651.0,2000-02-18,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2000,Comedy
City Lights,1500000.0,19181.0,1931-01-30,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1931,Comedy
The Kid,250000.0,2500000.0,1921-01-21,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1921,Comedy
Reindeer Games,42000000.0,32168970.0,2000-02-25,"[{'id': 53, 'name': 'Thriller'}]",2000,Thriller
3 Strikes,6000000.0,9000000.0,2000-03-01,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000,Action
Drowning Mona,16000000.0,15427192.0,2000-03-03,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",2000,Comedy
